a00_cle_idweb,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,g04_01_date_publication,g04_02_date_limite_reponse,g04_03_date_fin_diffusion,g04_04_classes,g04_07_dep_publication,g04_08_dep_prestation,g04_09_resume_objet,d01_01_denomination,d01_02_code_ident_national,d01_03_correspondant,d01_04_contact,d01_05_adjudicateur_nuts,d01_06_adresse,d01_07_cp,d01_08_ville,d01_09_pays,d01_10_tel,d01_11_poste,d01_12_fax,d01_13_mel,d01_14_url,d01_15_url_profil_acheteur,d01_16_url_information,d01_17_url_participation,d01_18_url_document,d01_19_url_outil_logiciel,d01_20_agit_pour_autre_compte_oui,d01_21_agit_pour_autre_compte_non,d01_22_loi_compte_autre_pays,d01_23_organisme_acheteur_central_oui,d01_24_organisme_acheteur_central_non,d05_03_type_marche,g04_051_descripteurs_codes,g04_052_descripteurs_libelles,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-133335,mapa,cmp2006,appeloffre,initial,2019-09-03,1569497400000.0,2019-09-26,,['91'],,ACQUISITION DE FOURNITURES SCOLAIRES,Ville d'Athis-Mons,,"Mme le Maire, Service de l'Achat Public",,,Place du Général de Gaulle,91200,Athis Mons,,01-69-54-55-69,,01-69-54-54-99,service.marches@mairie-athis-mons.fr,http://www.mairie-athis-mons.fr,http://www.mairie-athis-mons.fr,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': None, 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': None}",[16],['Articles de bureau et articles scolaires'],non,non
19-133211,fns,cmp2006,appeloffre,initial,2019-09-03,1571065200000.0,2019-10-30,,['91'],,Séjour en Italie région des Pouilles entre les 11 mai et 14 juin 2020 et entre les 14 septembre et 4 octobre 2020Circuit au Radjastan entre les 15 novembre et 10 décembre 2020,CCAS OLLAINVILLE,,"Mme LESIEUR CHRISTINE, Responsable CCAS",,,4 RUE DE LA MAIRIE,91340,Ollainville,,01-69-26-25-34,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '17'}",[367],['Voyage'],non,non
19-133268,fns,cmp2006,appeloffre,initial,2019-09-03,1568977200000.0,2019-09-30,,['91'],,ENFOUISSEMENT DES RESEAUX PLACE DE L'EGLISE - RUE DE LA MAIRIE - QUARTIER RUE DU CHATEAU - REQUALIFICATION DE LA VOIRIE RUE D'ORVEAU.,Ville d'Huison Longueville,, Beury Stéphanie,,,"2, route d'Etampes",91590,D'Huison-Longueville,,01-69-23-10-10,,01-69-23-10-10,mairie.dhl@wanadoo.fr,,https://cc-val-essonne.e-marchespublics.com,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[306],['Réseaux divers'],non,non
19-133471,mapa,cmp2006,appeloffre,initial,2019-09-03,1569495600000.0,2019-09-26,,['91'],,ESSAIS DE RECEPTION - TRAVAUX DE REHABILITATION DU RESEAU EAUX USEES DANS LE PARC D'ACTIVITES DE COURTABOEUF,CA COMMUNAUTE PARIS SACLAY,,"Mme Buczkowska Agathe, Chargée de la commande publique",,,1rue Jean ROSTAND,91898,Orsay cedex,,,,,,http://Paris-saclay.com,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[118],['Etude'],non,non
19-132538,joue,directive24,appeloffre,initial,2019-09-03,,2019-11-14,,['91'],,"Lavage, maintenance et fourniture de pièces détachées de points d'apport volontaire destinés à la collecte des déchets ménagers et assimilés sur le territoire du SIOM de la Vallée de Chevreuse",SIOM de la Vallée de Chevreuse,200006232100019,,Service des marchés Publics,FR104,CD 118,91978,Courtaboeuf cedex,,(+33) 1-64-53-30-00,,,vanessa.abdat@siom.fr,http://www.siom.fr,http://siom-vallee-chevreuse.e-marchespublics.com,,http://siom-vallee-chevreuse.e-marchespublics.com,http://siom-vallee-chevreuse.e-marchespublics.com,http://siom-vallee-chevreuse.e-marchespublics.com,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<AGIT_POUR_AUTRE_COMPTE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<ORGANISME_ACHETEUR_CENTRAL_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>","{'travaux': None, 'fournitures': None, 'service': ''}",[196],['Maintenance'],non,non
19-132954,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-17,,['92'],,fourniture et installation du mobilier pour le siège de l'oph à issy-les-moulineaux. (rectificatif),OPH Seine Ouest Habitat,,Monsieur le Directeur Général,,,71 boulevard Gallieni,92130,Issy-les-Moulineaux,,01-46-44-41-90,,01-46-45-83-05,infos@seine-ouest-habitat.com,http://www.seine-ouest-habitat.com,http://www.marches-ads-habitat.com,,,,,,,,,,,[230],['Mobilier'],non,non
19-133406,mapa,cmp2006,appeloffre,initial,2019-09-03,1569841200000.0,2019-09-30,,['92'],,"Mission d'AMO pour la passation d'une DSP relative à la conception, la construction, le financement, la maintenance et l'exploitation d'un parking en ouvrage. Lieu : commune de Sai",COMMUNE DE SAINT CLOUD,,"M. BERDOATI Eric, Maire",Service des Marchés publics,,"13, place Charles De Gaulle",92210,Saint-cloud,,01-47-71-54-68,,,marches-publics@saintcloud.fr,https://www.saintcloud.fr/,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}","[141, 253, 274, 406]","['Génie civil', ""Ouvrage d'infrastructure"", 'Prestations de services', 'Délégation de service public']",non,non
19-133502,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-15,,"['92', '75']",,prestation de télé-interprétation par télé-radiologie des examens de radiologie du centre municipal de santé louis pasteur (rectificatif),Ville de Bagneux,,Mme le Maire,,,57 avenue Henri Ravera,92220,Bagneux,,,,,marches@mairie-bagneux.fr,http://www.bagneux92.fr,http://www.marches-securises.fr,,,,,,,,,,,"[8, 205, 212]","['Analyses médicales, biologiques', 'Matériel électronique médical', 'Matériel médical']",non,non
19-133570,fns,cmp2006,appeloffre,initial,2019-09-03,1569409200000.0,2019-10-04,,['92'],,"La présente consultation concerne la fourniture, la pose de PABX et la maintenance de l'ensemble du parc de matériel de téléphonie.",Ville d'Asnières-sur-Seine,,Mme LE CORRE Cendrine,,,"1, place de l'Hôtel de Ville",92600,Asnières sur seine,,01-41-11-16-20,,01-41-11-12-38,marches@mairieasnieres.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<ACHAT xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': ''}",[454],['Informatique (maintenance serveurs et réseaux)'],non,non
19-133360,mapa,cmp2006,appeloffre,initial,2019-09-03,,2019-09-23,,"['93', '77', '75', '91', '95', '92', '94']",,Nettoyage et entretien périodique des toitures de l'ensemble des structures du CDEF93.,CDEF 93,,Mme Sabrina PERRET,,,1-7 Promenade Jean Rostand,93000,Bobigny,,01-41-50-58-70,,,sabrina.perret@cdef93.com,,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}","[74, 196]","['Couverture', 'Maintenance']",non,non
19-133575,fns,cmp2006,appeloffre,initial,2019-09-03,1569407400000.0,2019-09-25,,['93'],,Travaux d'aménagement d'une aire de jeux en coeur d'îlot dans le quartier Pont de Pierre à Bobigny,OPH de Bobigny,, Commande Publique Service de la,,,Cité du chemin vert 6 rue du Chemin Vert,93000,Bobigny,,01-48-30-11-05,,,marche@oph-bobigny.fr,http://www.oph-bobigny.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[400],['Aire de jeux'],non,non
19-133557,fns,cmp2006,appeloffre,initial,2019-09-03,1568977200000.0,2019-10-15,,['93'],,Enlèvement des déchets situés au 35-65 Rue Jean Lolive à Bagnolet,Ville de Bagnolet,,"M. BONNE Cédric, Responsable de la commande publique",,,Place Salvador Allende BP35,93171,Bagnolet cedex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '16'}",[404],['Déchets non ménagers (prestations)'],non,non
19-133469,fns,cmp2006,appeloffre,initial,2019-09-03,1569409200000.0,2019-09-25,,"['93', '95', '92', '75', '94', '77']",,"Le marché issu de la présente consultation a pour objet la réalisation de travaux de restructuration etextension de l'école maternelle Jacqueline Quatremaire, sise 11, rue Carnot 93430VILLETANE",VILLE DE VILLETANEUSE,,"M. LACHHAB Aouatif, CHARGEE DES CONTRATS ET DES MARCHES PUBLICS",,,1 PLACE DE L'HOTEL DE VILLE,93430,Villetaneuse,,,,,,https://marches.maximilien.fr,,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[33, 87, 144]","['Bâtiment', 'Démolition', 'Gros oeuvre']",non,non
19-133266,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-11,,['93'],,Mission de Maîtrise d'oeuvre d'exécution concernant le suivi des travaux de réhabilitation du foyer LES LILAS situé à Drancy (93700).,OPHLM de Drancy,,"M. Amari Farid, Directeur Général",,,27 rue Roger Petieu,93700,Drancy,,01-48-96-68-00,,01-48-96-68-01,courrier@ophlm-drancy.org,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,,[455],['Ingénierie'],non,non
19-133121,fns,cmp2006,appeloffre,initial,2019-09-03,1568977200000.0,2019-09-25,,['94'],,Missions de diagnostic et de coordination S.S.I relatives aux systèmes de sécurite incendie de bâtiments du Grand Paris Sud Est Avenir,GRAND PARIS SUD EST AVENIR,,M. Président le,Service Commande Publique,,14 rue le Corbusier - zone Europarc,94046,Créteil cedex,,01-41-94-30-43,,,commande.publique@gpsea.fr,http://www.sudestavenir.fr,https://gpsea.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '12'}",[274],['Prestations de services'],non,non
19-133626,fns,cmp2006,appeloffre,initial,2019-09-03,1570014000000.0,2019-10-02,,['94'],,"La présente consultation a pour objet le remplacement de la bulle de tennis des terrains rue Hélène-Müller, de modifier l'installation technique de soufflage, en particulier, de procéder au rempl",Ville de Thiais,,"M. Dell'Agnola Richard, Maire",,,Rue Maurepas,94320,Thiais,,01-48-92-42-22,,01-48-92-43-70,commande.publique@ville-thiais.com,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[342],['Terrain de sport'],non,non
19-133249,fns,cmp2006,appeloffre,initial,2019-09-03,1570118400000.0,2019-10-04,,['94'],,"Organisation d'Essais Inter-Laboratoires d'Aptitude sur l'analyse de Salmonella, de Listeria monocytogenes et de staphylocoques à coagulase positive dans les aliments.",ANSES,," Service Achats Marchés, ANSES",Service Achats Marchés,,14 rue Pierre et Marie Curie,94701,Maisons-alfort cedex,,01-49-77-38-71,,,,http://www.anses.fr,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '27'}",[118],['Etude'],non,non
19-132778,fns,cmp2006,appeloffre,initial,2019-09-03,1571223600000.0,2019-10-16,,['95'],,acquisition d'un laboratoire mobile labadn,POLE JUDICIAIRE GENDARMERIE NATIONALE,,Maitre christine,,,5 bd de l'hautil BP 60036,95001,cergy-pontoise cedex,,01-78-47-30-61,3061,,sb.bao.pjgn@gendarmerie.interieur.gouv.fr,,https://www.marches-publics.gouv.fr,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<ACHAT xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': None}","[8, 475]","['Analyses médicales, biologiques', 'Véhicules (acquisition)']",non,non
19-133670,fns,cmp2006,appeloffre,initial,2019-09-03,1571050800000.0,2019-10-14,,['971'],,"Etude sanitaire de l'église Saint Pierre Saint Paul de Pointe à Pitre, programme et estimation des travaux de restauration",MINISTERE DE LA CULTURE,,M. Le Pen Yann,,,28 rue Perrinon,97100,Basse terre,,,,,,,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '12'}","[118, 236]","['Etude', 'Monuments historiques']",non,non
19-133664,fns,cmp2006,appeloffre,initial,2019-09-03,1569601800000.0,2019-09-27,,['971'],,Prestation de service pour la réalisation d'analyses de résidus de chlordécone dans les animaux d'élevages et les produits de la pêche en Guadeloupe,DIR ALIMENTATION AGRIC FOR GUADELOUPE,,"M. LASSALLE Philippe, DAAF GUADELOUPE",,,ST-PHY - BP 651,97108,Basse-terre cedex,,05-90-99-09-09,,,,,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '8'}",[8],"['Analyses médicales, biologiques']",non,non
19-133346,mapa,cmp2006,appeloffre,initial,2019-09-03,1569250800000.0,2019-09-23,,['971'],,Il s'agit d'un marché de fourniture de fourniture et livraison de papiers et de fournitures de bureau.,Gip daifi,,"Mme Maelle Francisque, Responsable",,,Gip daifi,97122,Baie-mahault,,05-90-89-58-92,,,commandes-publiques.gipdaifi@orange.fr,http://www.daifi971.org,,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': None, 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': None}",[410],['Formation'],non,non
19-133647,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-19,,['971'],,Prolongation des auvents Est de la Gare Maritime de Bergevin et réalisation d'un abri (rectificatif),Grand Port Maritime de la Guadeloupe,, M Le Président du Directoire du GPMG,,,Quai Ferdinand de Lesseps BP 485,97165,Pointe-à-Pitre Cedex,,(+33) 5-90-68-62-92,,(+33) 5-90-68-62-91,marchespublics@port-guadeloupe.com,https://gpm-guadeloupe.omnikles.com,,,,,,,,,,,,"[1, 105]","['Abris', 'Electricité (travaux)']",non,non
19-133432,fns,cmp2006,attribution,initial,2019-09-03,,2019-12-01,,['972'],,Numéro de la consultation : 2019-PROJ-0037 MISSIONS DE DIRECTION DE L'EXECUTION DES CONTRATS DE TRAVAUX,REGIE DES EAUX ODYSSI,," Christine Judes, Directeur Général",,,"7-9 Rue des Arts et Métiers, Bat Flore Gaillard-Lot Dillon BP 162",97200,Fort de France,,,,,correspondre@aws-france.com,https://www.odyssi.fr/,https://www.odyssi.fr/odyssi/marche-public,,,,,,,,,,,"[72, 118]","['Contrôle technique', 'Etude']",non,non
19-133679,fns,cmp2006,appeloffre,initial,2019-09-03,1569841200000.0,2019-09-30,,['972'],,Construction d'une centrale photovoltaïque pour l'alimentation d'une infrastructure de recharge de véhicules électriques et l'autoconsommation du siège de la CACEM,Cté d'Agglo du centre de la Martinique,,"M. JEANNE-ROSE Athanase, Président",,,Immeuble Cascades III - Place François Mitterrand,97204,Fort de france cedex martinique,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[476],['Photovoltaïque'],non,non
19-121879,fns,cmp2006,attribution,initial,2019-09-03,,2019-11-03,,['972'],,travaux de réhabilitation de foyers ruraux,Commune de Rivière-Salée,,Rivière-Salée,,,Rue du Morne COSTET,97215,Rivière-Salée,MQ,05-96-68-79-30,,05-96-68-04-55,marchespublics@mairie-riviere-salee.fr,http://riviere-salee.fr/,https://www.marches-securises.fr,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[30, 63, 105, 117, 144, 264]","['Bardage', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Peinture (travaux)']",non,non
19-133634,fns,cmp2006,appeloffre,initial,2019-09-03,1569841200000.0,2019-09-30,,['972'],,INSTALLATION DE BATIMENTS MODULAIRES A USAGE DE FUNERARIUM POUR LA VILLE DE SCHOELCHER,Ville de Schoelcher,," CLEMENTE Luc, Maire",,,Rue Fessenheim,97233,SCHOELCHER,,05-96-72-72-72,,05-96-61-36-78,correspondre@aws-france.com,http://www.mairie-schoelcher.fr,http://www.agysoft.marches-publics.info/,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[27],['Bâtiments modulaires'],non,non
19-133482,fns,cmp2006,appeloffre,initial,2019-09-03,1569862800000.0,2019-09-30,,['972'],,AMENAGEMENT D'UN ESPACE DE VIE ET DE DEAMBULATION SUR LA CITE HOSPITALIERE DE MANGOT VULCIN,GCS Mangot Vulcin,, Richard CAMPMAS,,,BP 303 - Cité hospitalière de Mangot Vulcin - Route du Vert-Pré,97286,Le Lamentin,,05-96-48-81-37,8137,05-96-48-82-70,cmp@chu-martinique.fr,http://gcsmv.e-marchespublics.com,http://gcsmv.e-marchespublics.com,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[354],['Terrasse'],non,non
19-133673,fns,cmp2006,appeloffre,initial,2019-09-03,1568890800000.0,2019-09-19,,['973'],,Travaux de réfection partielle de la couche de roulement de la Matourienne section giratoire Kalifourchon-giratoire Adélaide Tablon,COLLECTIVITE TERRITORIALE DE GUYANE,," ALEXANDRE Rodolphe, Président",,,"Hôtel de la Collectivité Territoriale de Guyane, Carrefour de Suzini, CS 47025",97307,CAYENNE,,05-94-30-06-00,,05-94-31-95-22,correspondre@aws-france.com,https://www.ctguyane.fr/,http://agysoft.marches-publics.info/,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[365],['Voirie'],non,non
19-133674,mapa,cmp2006,appeloffre,initial,2019-09-03,1568890800000.0,2019-09-19,,['973'],,Acquisition d'un autocar 17 places,COLLECTIVITE TERRITORIALE DE GUYANE,," ALEXANDRE Rodolphe, Président",,,"Hôtel de la Collectivité Territoriale de Guyane, Carrefour de Suzini, CS 47025",97307,CAYENNE,,05-94-30-06-00,,05-94-31-95-22,correspondre@aws-france.com,https://www.ctguyane.fr/,http://agysoft.marches-publics.info/,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': None, 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': None}",[475],['Véhicules (acquisition)'],non,non
19-133300,mapa,cmp2006,appeloffre,initial,2019-09-03,1569866400000.0,2019-11-30,,['974'],,Mission d'interprétation de la 'Porte de Parc Tévelave',C.I.V.I.S.,, Direction des Achats et Marches Publics,,,29 route de l'Entre-Deux,97410,SAINTE-PIERRE,,02-62-49-96-00,,02-62-33-06-36,damp@civis.re,http://civis.e-marchespublics.com,http://civis.e-marchespublics.com,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[118],['Etude'],non,non
19-133265,fns,cmp2006,appeloffre,initial,2019-09-03,1569236400000.0,2019-09-23,,['974'],,RELANCE Rénovation partielle des réseaux eau glacée du bâtiment S1 au Moufia,Université de la Réunion,,"M. MIRANVILLE Fréderic, Président de l'Université",,,15 avenue rené casin CS 92003,97744,Saint-denis cedex 9,,02-62-93-80-54,,02-62-93-80-77,,,,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[62],['Climatisation'],non,non
